,ID_CLIENT,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_CLOSED,LOAN_NUM_TOTAL
4562,106808836,62087128,0,39,1,0,0,2,2,13000.0,0,1
4563,106808837,62087502,0,56,1,1,1,1,0,11000.0,0,1
4564,106808838,62087624,0,52,1,0,0,2,0,20000.0,0,1
4565,106808839,62087901,0,29,1,0,0,2,2,11000.0,0,1
4566,106808840,62087992,0,55,0,1,1,2,0,7000.0,0,1
4567,106808841,62088138,0,60,0,1,1,2,0,3000.0,0,1
4568,106808842,62088246,0,60,0,1,1,0,0,5200.0,0,1
4569,106808843,62088718,0,47,1,0,1,2,0,8000.0,0,1
4570,106808844,62088745,0,53,1,0,1,2,0,20000.0,0,1
4571,106808845,62088787,1,35,1,0,1,2,2,15000.0,0,1
4572,106808846,62088976,0,55,1,0,1,1,0,10000.0,0,1
4573,106808847,62089075,0,32,1,0,0,0,0,7000.0,0,2
4574,106808848,62089114,0,62,0,1,1,5,0,12000.0,0,1
4575,106808849,62089168,0,39,1,0,0,2,0,17000.0,0,1
4576,106808850,62089227,0,25,1,0,0,1,1,15000.0,0,1
4577,106808851,62089261,0,60,1,1,1,2,0,15000.0,0,1
4578,106808852,62089305,0,63,0,1,1,1,0,7000.0,0,1
4579,106808853,62089415,0,24,1,0,0,0,0,40000.0,0,1
4580,106808854,62089471,0,38,1,0,1,2,2,4800.0,0,1
4581,106808855,62089620,0,47,1,0,1,2,0,9000.0,0,1
4582,106808856,62089705,0,48,1,0,1,0,0,5700.0,0,1
4583,106808857,62089708,0,40,1,0,1,2,2,9000.0,0,1
4584,106808858,62089934,0,52,1,1,1,1,0,19000.0,0,1
4585,106808859,62089987,0,35,1,0,0,2,2,9000.0,0,1
4586,106808860,62090207,0,41,1,0,1,2,1,10000.0,0,1
4587,106808861,62090322,0,35,1,0,1,1,1,35000.0,0,1
4588,106808862,62090541,0,22,1,0,0,0,0,30000.0,0,1
4589,106808863,62090718,0,59,1,0,0,0,0,15000.0,0,1
4590,106808864,62090873,0,30,1,0,0,1,1,18000.0,0,1
4592,106808865,62090991,0,31,1,0,0,2,2,20000.0,0,1
4593,106808866,62091199,0,37,1,0,1,3,3,7000.0,0,1
4594,106808867,62091501,0,29,1,0,0,0,0,13000.0,0,1
4595,106808868,62091595,0,35,1,0,1,2,2,6000.0,0,1
4596,106808869,62091622,1,45,1,0,0,2,0,30000.0,0,1
4597,106808870,62091639,0,54,1,0,1,0,0,15000.0,0,1
4598,106808871,62091782,1,39,1,0,0,1,1,13000.0,0,1
4599,106808872,62091936,0,30,1,0,0,1,1,14000.0,0,2
4600,106808873,62092127,0,47,1,0,1,0,0,5000.0,0,1
4601,106808874,62092521,0,57,0,1,1,1,0,5500.0,0,1
4602,106808875,62092622,0,31,1,0,1,1,1,16000.0,0,1
4603,106808876,62093077,0,43,1,0,1,2,1,9300.0,0,1
4604,106808877,62093140,0,28,1,0,1,0,0,21000.0,0,1
4605,106808878,62093170,0,36,1,0,1,1,1,15000.0,0,1
4606,106808879,62093266,0,37,1,0,1,1,1,6000.0,0,1
4607,106808880,62093291,1,37,1,0,1,0,0,15000.0,0,1
4608,106808881,62093293,0,26,1,0,0,1,1,14000.0,0,1
4609,106808882,62093480,0,55,0,1,1,3,0,6000.0,0,1
4610,106808883,62093777,0,60,1,1,1,0,0,10000.0,0,1
4611,106808884,62093827,0,57,0,1,0,2,0,9000.0,0,1
4612,106808885,62094012,0,35,1,0,1,2,2,4300.0,0,1
4613,106808886,62094187,0,30,1,0,0,1,1,20000.0,0,1
4614,106808887,62094383,0,43,1,0,1,1,1,40000.0,0,1
4615,106808888,62094470,1,27,1,0,0,1,1,12000.0,0,1
4616,106808889,62094484,0,30,1,0,1,1,1,6000.0,0,1
4617,106808890,62094492,0,60,1,0,1,0,0,7000.0,0,1
4618,106808891,62094606,0,36,1,0,0,3,3,17000.0,0,1
4619,106808892,62094661,0,61,0,1,1,2,2,10000.0,0,1
4620,106808893,62094825,0,22,1,0,0,0,0,18000.0,0,1
4621,106808894,62094838,0,40,1,0,0,1,1,12000.0,0,1
4622,106808895,62095138,0,56,0,1,1,1,0,8000.0,0,1
4623,106808896,62095178,0,66,0,1,1,1,0,8000.0,0,1
4624,106808897,62095249,0,62,1,0,1,0,0,9800.0,0,1
4625,106808898,62095393,0,28,1,0,0,1,1,15000.0,0,1
4626,106808899,62095500,0,34,1,0,0,0,0,15000.0,0,1
4627,106808900,62125761,0,50,1,0,0,2,0,12000.0,0,1
4628,106808901,62126327,0,59,0,1,1,2,0,6000.0,0,1
4629,106808902,62126363,1,28,1,0,0,1,1,30000.0,0,1
4630,106808903,62126456,0,40,1,0,0,0,0,25000.0,0,1
4632,106808904,62126858,0,34,1,0,1,1,1,8250.0,0,1
4633,106808905,62127071,0,33,1,0,1,0,0,9000.0,0,1
4634,106808906,62127465,1,39,1,0,1,0,0,12000.0,0,1
4635,106808907,62127571,0,31,1,0,1,2,2,20000.0,0,1
4637,106808908,62127615,0,27,1,0,1,0,0,13000.0,0,1
4638,106808909,62127708,0,38,1,0,1,2,2,10000.0,0,1
4639,106808910,62127738,0,48,1,0,0,0,0,20000.0,0,1
4640,106808911,62127947,0,26,1,0,0,2,2,30000.0,0,1
4641,106808912,62128075,0,30,1,0,1,1,1,11000.0,0,1
4642,106808913,62128087,0,65,0,1,1,0,0,8000.0,0,1
4643,106808914,62128180,0,39,1,0,1,1,1,12000.0,0,1
4644,106808915,62128507,0,47,1,0,0,2,0,35000.0,0,1
4645,106808916,62128608,0,57,0,1,1,3,0,5400.0,0,1
4646,106808917,62128877,0,50,0,1,0,2,1,7000.0,0,1
4647,106808918,62128974,0,61,0,1,0,1,0,6000.0,0,1
4648,106808919,62129195,0,49,1,0,1,1,0,14000.0,0,1
4649,106808920,62129398,0,31,1,0,1,0,0,14000.0,0,1
4650,106808921,62129482,0,36,1,0,0,2,2,20000.0,0,1
4651,106808922,62129504,0,31,1,0,0,0,0,14000.0,0,1
4652,106808923,62129542,0,30,1,0,1,1,1,15000.0,0,1
4653,106808924,62129591,0,43,1,0,1,0,0,14000.0,0,1
4654,106808925,62129779,0,28,1,0,1,0,0,8500.0,0,1
4655,106808926,62130396,0,50,1,0,1,1,0,8000.0,0,1
4656,106808927,62130487,0,59,0,1,0,2,0,7000.0,0,1
4657,106808928,62130489,0,38,1,0,1,0,0,7000.0,0,1
4658,106808929,62131051,0,30,1,0,0,0,0,13160.0,0,1
4659,106808930,62131200,0,24,1,0,0,1,1,20000.0,0,1
4660,106808931,62131214,0,30,1,0,1,1,1,8000.0,0,1
4661,106808932,62131402,0,24,1,0,0,0,0,9000.0,0,1
4662,106808933,62131545,0,62,0,1,1,0,0,9800.0,0,1
4663,106808934,62131692,0,40,1,0,0,1,1,30000.0,0,1
4664,106808935,62131698,0,34,1,0,0,1,1,10000.0,0,1
4665,106808936,62131769,0,23,1,0,0,0,0,15000.0,0,1
4666,106808937,62131942,0,54,0,1,1,0,0,10000.0,0,1
4667,106808938,62131997,0,43,1,0,1,1,1,8000.0,0,1
4668,106808939,62132000,0,49,1,0,1,1,0,30000.0,0,1
4669,106808940,62132091,0,35,1,0,1,0,0,18000.0,0,1
4670,106808941,62132260,0,63,1,1,1,2,0,15000.0,0,1
4671,106808942,62132443,0,32,1,0,0,0,0,15000.0,0,1
4673,106808943,62132668,0,26,1,0,0,1,1,10000.0,0,1
4674,106808944,62132968,0,32,1,0,1,1,1,23000.0,0,1
4675,106808945,62133110,0,45,1,0,1,1,1,9500.0,0,1
4677,106808946,62133134,0,48,1,0,1,0,0,6000.0,0,1
4678,106808947,62133308,0,28,1,0,0,1,2,17000.0,0,1
4679,106808948,62133744,1,53,0,1,1,0,0,5500.0,0,1
4680,106808949,62134077,0,38,1,0,0,3,3,18000.0,0,1
4681,106808950,62134479,0,45,1,0,0,0,1,30000.0,0,1
4682,106808951,62134723,0,48,1,0,1,1,0,10000.0,0,1
4683,106808952,62135002,0,49,1,0,1,1,1,18000.0,0,1
4685,106808953,62135230,0,35,1,0,1,2,2,48000.0,0,1
4686,106808954,62135265,0,22,1,0,0,0,0,15000.0,0,1
4687,106808955,62135451,1,58,0,1,1,0,0,20000.0,0,1
4688,106808956,62135459,0,29,1,0,1,1,1,8000.0,0,1
4689,106808957,62135479,0,52,0,1,1,0,0,12000.0,0,1
4690,106808958,62135585,0,28,1,0,1,0,0,7000.0,0,1
4691,106808959,62135591,0,37,1,0,1,3,3,15000.0,0,1
4692,106808960,62135616,0,28,1,0,1,0,0,17000.0,0,1
4693,106808961,62135803,0,49,0,1,0,2,1,7000.0,0,1
4694,106808962,62135940,0,47,0,1,1,2,0,6500.0,0,1
4695,106808963,62136068,0,42,1,0,1,0,0,6000.0,0,1
4696,106808964,62136123,0,33,1,0,0,0,0,25000.0,0,1
4697,106808965,62136178,0,37,1,0,1,1,1,15000.0,0,1
4698,106808966,62136187,0,60,0,1,1,0,0,7000.0,0,1
4699,106808967,62136202,0,29,1,0,0,1,2,18000.0,0,1
4700,106808968,62136293,0,46,1,0,1,0,0,8500.0,0,1
4701,106808969,62136452,0,61,1,0,0,2,0,13000.0,0,1
4702,106808970,62136484,0,22,1,0,0,0,0,12000.0,0,1
4703,106808971,62137033,1,51,1,0,1,0,0,6000.0,0,1
4704,106808972,62137379,0,27,1,0,1,1,0,9000.0,0,1
4705,106808973,62137418,1,42,1,0,1,2,2,21000.0,0,1
4706,106808974,62137644,0,51,1,0,1,1,0,8000.0,0,1
4707,106808975,62137838,0,48,1,0,1,0,0,8000.0,0,1
4708,106808976,62137955,0,40,1,0,1,2,2,6000.0,0,1
4709,106808977,62138224,0,34,1,0,1,1,1,11000.0,0,1
4710,106808978,62138253,0,42,1,0,1,1,1,14000.0,0,1
4711,106808979,62138364,0,52,1,0,1,1,0,5000.0,0,1
4712,106808980,62138672,0,59,1,1,1,0,0,17500.0,0,1
4713,106808981,62138865,0,49,1,0,0,3,0,12000.0,0,1
4714,106808982,62138871,0,33,1,0,0,1,1,15000.0,0,1
4715,106808983,62138885,0,44,1,0,1,1,1,10000.0,0,1
4716,106808984,62139062,0,39,1,0,0,2,2,10000.0,0,1
4717,106808985,62139065,0,32,1,0,1,1,1,19000.0,0,1
4718,106808986,62139174,0,25,1,0,0,1,2,18000.0,0,1
4719,106808987,62139416,0,52,1,0,0,1,1,15500.0,0,1
4720,106808988,62139513,0,32,1,0,1,2,2,14000.0,0,1
4721,106808989,62139567,0,27,1,0,0,0,0,14000.0,0,1
4722,106808990,62139788,0,28,1,0,1,1,1,14000.0,0,1
4723,106808991,62140090,0,33,1,0,1,2,2,30000.0,0,1
4724,106808992,62140151,0,46,1,0,1,2,0,47000.0,0,1
4725,106808993,62140171,0,59,0,1,1,0,0,6000.0,0,1
4726,106808994,62140270,0,46,1,0,0,0,0,14000.0,0,1
4727,106808995,62140272,1,41,1,0,1,2,2,15000.0,0,1
4728,106808996,62140395,0,32,1,0,0,1,1,25000.0,1,1
4729,106808997,62140493,0,30,1,0,0,2,2,15000.0,0,1
4730,106808998,62140594,0,52,0,1,1,0,0,8000.0,0,1
4731,106808999,62140655,0,52,0,1,1,2,0,17000.0,0,1
4732,106809000,62140801,0,39,1,0,1,1,0,10000.0,0,1
4733,106809001,62140976,0,65,0,1,1,0,0,11000.0,0,1
4734,106809002,62141067,0,47,1,0,0,1,0,15000.0,0,1
4735,106809003,62141083,0,61,1,1,1,0,0,13000.0,0,1
4736,106809004,62141090,0,33,1,0,1,1,1,15000.0,0,1
4737,106809005,62141091,0,29,1,0,0,0,0,11000.0,0,1
4738,106809006,62141110,0,48,1,0,1,2,0,10000.0,0,1
4739,106809007,62141180,0,39,1,0,1,3,2,9000.0,0,1
4740,106809008,62141239,0,30,1,0,0,2,0,25000.0,0,1
4741,106809009,62141250,0,44,1,0,1,2,2,10000.0,0,1
4742,106809010,62141354,0,46,1,0,1,1,1,7500.0,0,1
4743,106809011,62141358,1,35,1,0,0,1,1,27000.0,0,1
4744,106809012,62141485,1,34,1,0,0,2,2,25000.0,0,1
4745,106809013,62141688,0,58,1,1,1,0,0,13000.0,0,1
4746,106809014,62141703,0,47,1,0,0,2,2,46000.0,0,1
4747,106809015,62141796,0,35,1,0,0,2,2,10000.0,0,1
4748,106809016,62141849,1,37,1,0,1,2,1,6000.0,0,1
4749,106809017,62141879,0,52,1,0,1,1,0,20000.0,0,1
4750,106809018,62142008,0,55,1,0,1,1,0,5000.0,0,1
4751,106809019,62142182,0,26,1,0,0,1,1,12000.0,0,1
4752,106809020,62142215,0,32,1,0,0,2,2,34000.0,0,1
4753,106809021,62142235,0,53,1,0,1,1,0,14000.0,0,1
4754,106809022,62142259,0,44,1,0,0,2,1,12000.0,0,1
4755,106809023,62142616,0,52,0,1,1,0,0,3500.0,0,1
4756,106809024,62142708,0,41,1,0,1,1,1,16000.0,0,1
4757,106809025,62142876,0,35,1,0,1,2,2,12000.0,0,1
4758,106809026,62142959,0,44,1,0,1,0,0,12000.0,0,1
4759,106809027,62142972,0,46,1,0,1,0,0,18000.0,0,1
4760,106809028,62143140,0,39,1,0,0,0,0,25000.0,0,1
4761,106809029,62143555,0,30,1,0,0,0,0,25000.0,0,1
4762,106809030,62143594,0,59,0,1,1,2,0,6500.0,0,1
4763,106809031,62143669,0,33,1,0,1,2,2,20000.0,0,1
4764,106809032,62143679,0,32,1,0,1,2,2,15000.0,0,1
4765,106809033,62143736,0,41,1,0,0,3,2,10000.0,0,1
4766,106809034,62143843,0,55,1,0,1,2,0,10000.0,0,1
4767,106809035,62144033,0,25,1,0,0,1,1,13000.0,0,1
4768,106809036,62144073,0,27,1,0,0,2,2,20000.0,0,1
4769,106809037,62144142,1,55,0,1,0,2,0,4950.0,0,1
4770,106809038,62144179,0,41,1,0,1,2,0,5000.0,0,1
4771,106809039,62144233,0,49,1,0,1,0,0,20000.0,0,1
4772,106809040,62144254,0,63,1,1,1,0,0,12000.0,0,1
4773,106809041,62144282,0,38,1,0,1,0,0,11000.0,0,1
4774,106809042,62144409,0,45,1,0,1,1,1,6000.0,0,1
4775,106809043,62144490,1,36,1,0,0,1,1,28000.0,0,1
4776,106809044,62144551,0,53,1,0,1,0,0,12000.0,0,1
4777,106809045,62144657,0,38,1,0,0,1,1,15000.0,0,1
4778,106809046,62144758,0,30,1,0,1,1,0,40000.0,0,1
4779,106809047,62144895,0,41,1,0,0,2,2,29000.0,0,1
4780,106809048,62145045,0,32,1,0,0,0,0,12000.0,0,1
4781,106809049,62145523,0,30,1,0,1,1,1,15000.0,0,1
4783,106809050,62145552,0,41,1,0,0,1,1,17000.0,0,1
4784,106809051,62145603,0,29,1,0,0,1,1,25000.0,0,1
4785,106809052,62145613,0,45,1,0,0,2,2,30000.0,0,1
4786,106809053,62145661,0,27,1,0,0,1,0,20000.0,0,1
4787,106809054,62145782,0,50,1,0,1,0,0,21000.0,0,1
4788,106809055,62145915,0,45,1,0,1,0,0,8000.0,0,1
4789,106809056,62145979,0,48,1,0,1,1,0,20000.0,0,1
4790,106809057,62145989,0,28,1,0,1,1,1,7000.0,0,1
4791,106809058,62146022,0,30,1,0,1,0,0,25000.0,0,1
4792,106809059,62146117,0,23,1,0,0,0,0,20000.0,0,1
4793,106809060,62146167,0,45,1,0,1,1,1,4400.0,0,1
4794,106809061,62146296,0,49,1,0,1,0,0,50000.0,0,1
4796,106809062,62146432,1,49,1,0,0,0,0,48000.0,0,1
4797,106809063,62146485,0,31,1,0,0,0,0,12000.0,0,1
4798,106809064,62146488,0,51,1,0,1,0,0,15000.0,0,1
4799,106809065,62146494,1,41,1,0,1,4,4,22000.0,0,1
4800,106809066,62146901,0,54,0,1,0,1,0,6700.0,0,1
4801,106809067,62146953,0,34,1,0,1,2,2,8000.0,0,1
4802,106809068,62162759,0,53,1,0,0,0,0,40000.0,0,1
4803,106809069,62162918,0,32,1,0,0,3,3,15000.0,0,1
4804,106809070,62162933,0,45,1,0,0,2,2,16000.0,0,1
4805,106809071,62164069,0,58,1,0,1,0,0,8000.0,0,1
4806,106809072,62164107,0,36,1,0,1,1,1,15000.0,0,1
4807,106809073,62164247,0,49,1,0,1,2,0,10000.0,0,1
4808,106809074,62164375,0,39,1,0,1,2,2,7500.0,0,1
4809,106809075,62164440,0,59,0,1,0,3,1,4800.0,0,1
4810,106809076,62164953,0,45,1,0,1,2,0,14000.0,0,1
4811,106809077,62165050,0,36,1,0,0,2,2,12000.0,0,1
4812,106809078,62165459,0,28,1,0,1,1,1,11000.0,0,1
4813,106809079,62165471,0,58,1,1,1,0,0,22000.0,0,1
4814,106809080,62165589,0,28,1,0,0,0,0,13000.0,0,1
4815,106809081,62165926,1,33,1,0,1,1,1,100000.0,0,1
4816,106809082,62165961,0,44,1,0,0,2,0,4000.0,0,1
4817,106809083,62166500,0,31,1,0,0,1,1,10000.0,0,1
4818,106809084,62167034,0,47,1,0,1,0,0,15000.0,0,1
4819,106809085,62167970,0,51,1,0,1,4,0,5000.0,0,1
4820,106809086,62168155,0,52,0,1,1,3,0,5500.0,0,1
4821,106809087,62168276,0,28,1,0,0,2,2,16000.0,0,1
4822,106809088,62168586,1,27,1,0,0,1,0,15000.0,0,1
4823,106809089,62168826,0,55,1,0,0,2,0,4500.0,0,1
4824,106809090,62169414,0,57,0,1,1,3,0,4000.0,0,1
4825,106809091,62169528,0,47,0,1,0,1,0,10000.0,0,1
4826,106809092,62169555,0,35,1,0,1,2,2,7600.0,0,1
4827,106809093,62170025,1,52,1,0,0,1,1,9000.0,0,1
4828,106809094,62170275,1,44,1,0,0,2,1,7000.0,0,1
4829,106809095,62170459,1,33,1,0,1,0,0,7000.0,0,1
4830,106809096,62170490,0,33,1,0,1,1,1,15000.0,0,1
4831,106809097,62171073,0,41,1,0,1,0,0,6500.0,0,1
4832,106809098,62171298,0,54,0,1,1,0,0,8500.0,0,1
4833,106809099,62171557,0,56,0,1,1,1,0,10000.0,0,1
4834,106809100,62171799,1,32,1,0,1,2,2,14000.0,0,1
4835,106809101,62171875,0,27,1,0,1,0,0,10000.0,0,1
4836,106809102,62171977,0,49,1,0,1,2,0,8000.0,0,1
4837,106809103,62171989,0,26,1,0,0,1,1,8000.0,0,1
4838,106809104,62172112,0,52,1,0,1,3,0,8500.0,0,1
4839,106809105,62172409,0,32,1,0,1,1,1,13000.0,0,1
4840,106809106,62172424,0,50,1,0,1,2,0,9000.0,0,1
4841,106809107,62172494,0,40,1,0,1,4,4,10000.0,0,1
4842,106809108,62172554,1,46,1,0,1,2,0,25000.0,0,1
4843,106809109,62172667,0,40,1,0,0,1,1,13000.0,0,1
4844,106809110,62173125,0,31,1,0,1,2,2,15000.0,0,1
4845,106809111,62173432,0,42,1,0,1,2,2,5000.0,0,1
4846,106809112,62173562,0,53,1,1,1,0,0,10000.0,0,1
4847,106809113,62173973,0,29,1,0,1,1,1,8000.0,0,1
4848,106809114,62174043,0,52,0,1,1,3,0,7000.0,0,1
4849,106809115,62174083,0,30,1,0,0,1,1,22000.0,0,1
4850,106809116,62174177,0,30,1,0,0,1,1,13000.0,0,1
4851,106809117,62174195,0,60,0,1,1,0,0,6000.0,0,1
4852,106809118,62174579,0,37,1,0,1,1,1,17000.0,0,1
4853,106809119,62174832,1,42,1,0,0,1,1,40000.0,0,1
4854,106809120,62175061,0,23,1,0,0,0,0,11000.0,0,1
4855,106809121,62175433,1,38,1,0,1,1,1,30000.0,0,1
4856,106809122,62175524,0,44,1,0,1,2,1,6500.0,0,1
4857,106809123,62175727,1,31,1,0,1,2,2,18000.0,0,1
4858,106809124,62175795,0,31,1,0,1,1,1,9000.0,0,1
4859,106809125,62175798,1,28,1,0,1,2,2,12000.0,0,1
4860,106809126,62176049,0,55,0,1,1,0,0,7500.0,0,1
4861,106809127,62176137,1,43,1,0,1,1,0,28000.0,0,1
4862,106809128,62176259,0,54,0,1,1,1,0,6000.0,0,1
4863,106809129,62176534,0,57,1,0,1,1,0,21000.0,0,1
4864,106809130,62176567,0,27,1,0,0,1,1,5000.0,0,1
4865,106809131,62176668,1,40,1,0,1,1,1,7000.0,0,1
4866,106809132,62176681,0,30,1,0,0,3,3,18000.0,0,1
4867,106809133,62176762,0,38,1,0,1,1,1,15000.0,1,1
4868,106809134,62176925,0,32,1,0,0,0,0,15000.0,0,1
4869,106809135,62177006,0,61,0,1,1,2,0,7000.0,0,1
4870,106809136,62177469,0,37,1,0,0,1,1,10000.0,0,1
4871,106809137,62177496,0,55,1,0,1,1,1,8000.0,1,1
4872,106809138,62177604,1,47,1,0,1,2,0,11000.0,0,1
4873,106809139,62177612,0,37,1,0,1,2,2,15000.0,0,1
4874,106809140,62177712,0,35,1,0,0,2,2,15000.0,0,1
4875,106809141,62177809,0,53,1,0,1,0,0,7300.0,0,1
4876,106809142,62177859,0,33,1,0,0,1,2,12000.0,0,1
4877,106809143,62177918,1,35,1,0,1,2,2,10000.0,0,1
4878,106809144,62178044,0,48,1,0,0,1,0,7000.0,0,1
4879,106809145,62178052,0,25,1,0,1,0,0,7000.0,0,1
4880,106809146,62178270,0,24,1,0,0,1,1,12000.0,0,1
4881,106809147,62178372,0,53,1,0,1,1,0,10000.0,0,1
4882,106809148,62178683,0,29,1,0,0,1,1,16000.0,0,1
4883,106809149,62178746,0,40,1,0,1,0,0,10000.0,0,1
4884,106809150,62178872,0,51,1,0,1,4,0,5500.0,0,1
4885,106809151,62178934,1,30,1,0,1,2,2,5000.0,0,1
4886,106809152,62178966,0,28,1,0,1,2,2,5000.0,0,1
4887,106809153,62179817,0,33,1,0,0,1,1,15000.0,0,1
4888,106809154,62179903,1,34,1,0,0,0,0,8300.0,0,1
4889,106809155,62179939,0,56,1,0,0,2,0,20000.0,0,1
4890,106809156,62180208,0,52,1,0,0,1,0,20000.0,0,1
4891,106809157,62180272,0,33,1,0,1,0,0,8000.0,0,1
4892,106809158,62180435,0,43,1,0,0,1,1,15000.0,0,1
4893,106809159,62180456,1,57,1,0,0,2,0,14000.0,0,1
4894,106809160,62180474,0,61,0,1,1,2,0,8000.0,0,1
4895,106809161,62180610,1,39,1,0,1,2,1,9000.0,0,1
4896,106809162,62180678,0,39,1,0,0,1,1,20000.0,0,1
4897,106809163,62180730,0,41,1,0,1,1,0,18000.0,0,1
4898,106809164,62180768,0,27,1,0,0,0,0,15000.0,0,1
4899,106809165,62180770,0,28,1,0,1,0,0,10000.0,0,2
4900,106809166,62181225,0,28,1,0,1,1,1,10000.0,0,1
4901,106809167,62181262,0,45,1,0,1,0,0,20000.0,0,1
4902,106809168,62181499,0,43,1,0,1,1,0,35000.0,0,1
4903,106809169,62181502,0,24,1,0,0,0,0,5800.0,0,1
4904,106809170,62181678,0,56,1,0,0,0,0,40000.0,0,1
4905,106809171,62182004,1,63,1,1,0,2,0,21000.0,0,1
4906,106809172,62182253,0,27,1,0,0,0,0,19000.0,0,1
4907,106809173,62182416,0,31,1,0,0,2,2,12000.0,0,1
4908,106809174,62182545,1,31,1,0,1,1,1,7000.0,0,1
4909,106809175,62182666,0,54,1,0,1,3,0,4600.0,0,1
4910,106809176,62182890,1,27,1,0,0,0,0,9000.0,0,1
4911,106809177,62183041,0,51,1,0,0,0,0,10000.0,0,1
4912,106809178,62183522,0,39,1,0,0,0,0,12000.0,0,1
4913,106809179,62183651,0,54,1,0,1,1,0,10000.0,0,1
4914,106809180,62183888,0,43,1,0,1,1,1,9000.0,0,1
4915,106809181,62184050,0,43,1,0,0,0,0,11000.0,0,1
4916,106809182,62184112,0,52,1,0,0,0,0,8000.0,0,1
4917,106809183,62184409,0,47,1,0,1,0,0,8000.0,0,1
4918,106809184,62184501,0,30,1,0,0,1,1,15000.0,0,1
4919,106809185,62184761,0,60,1,1,1,0,0,12000.0,1,1
4920,106809186,62184806,0,52,1,0,0,2,2,5000.0,0,1
4921,106809187,62184958,0,23,1,0,0,0,0,10000.0,0,1
4922,106809188,62185166,1,32,1,0,0,2,2,12000.0,0,1
4923,106809189,62185304,0,53,1,0,1,3,0,20000.0,0,1
4924,106809190,62185329,0,59,1,0,0,2,0,30000.0,0,1
4925,106809191,62185795,0,39,1,0,1,1,1,10000.0,0,1
4926,106809192,62185891,0,61,1,1,1,0,0,14000.0,0,1
4927,106809193,62186068,0,28,1,0,0,0,0,20000.0,0,1
4928,106809194,62186116,0,26,1,0,0,0,0,20000.0,0,1
4929,106809195,62186133,0,50,1,0,1,1,0,13900.0,0,1
4930,106809196,62186170,1,37,1,0,1,1,1,15000.0,0,1
4931,106809197,62186291,0,51,1,0,0,0,0,19000.0,0,1
4932,106809198,62186368,0,26,1,0,0,1,1,15000.0,0,1
4933,106809199,62186534,1,38,1,0,1,2,1,9000.0,0,1
4934,106809200,62186576,0,47,1,0,1,2,1,14000.0,0,1
4935,106809201,62186602,0,48,1,0,1,0,0,12000.0,0,1
4936,106809202,62186610,0,56,0,1,1,0,0,6200.0,0,1
4937,106809203,62186798,0,28,1,0,1,1,1,24000.0,0,1
4938,106809204,62186799,0,31,1,0,1,2,2,10000.0,0,1
4939,106809205,62186857,0,32,1,0,1,0,0,27000.0,0,1
4940,106809206,62186860,0,39,1,0,1,0,0,8000.0,0,1
4942,106809207,62187160,0,28,1,0,1,1,1,15000.0,0,1
4943,106809208,62187336,0,64,0,1,1,2,0,6800.0,0,1
4944,106809209,62187471,0,26,1,0,0,0,0,20000.0,1,1
4945,106809210,62187632,0,34,1,0,1,1,1,8000.0,0,1
4946,106809211,62232320,0,40,1,0,1,2,2,7500.0,0,2
4947,106809212,62232522,0,64,0,1,1,2,0,7000.0,0,1
4948,106809213,62232631,0,58,1,0,0,1,0,10000.0,1,2
4949,106809214,62232633,0,56,1,0,1,1,0,8000.0,1,2
4950,106809215,62232644,0,54,1,0,0,3,0,10400.0,0,1
4951,106809216,62232824,0,23,1,0,0,0,0,13000.0,0,1
4952,106809217,62232857,0,48,1,0,0,3,3,10000.0,0,2
4953,106809218,62232927,0,54,1,1,1,1,0,12000.0,0,1
4954,106809219,62233082,0,55,1,0,1,0,0,5000.0,0,1
4955,106809220,62233197,0,54,1,0,0,0,0,10000.0,0,1
4956,106809221,62233335,0,32,1,0,0,0,0,12000.0,1,1
4957,106809222,62233623,0,29,1,0,1,0,0,5600.0,0,1
4958,106809223,62233626,1,34,1,0,0,1,1,8000.0,0,1
4959,106809224,62233749,0,37,1,0,1,2,2,25000.0,0,1
4960,106809225,62233774,0,46,1,0,1,1,0,17000.0,0,1
4961,106809226,62233870,0,29,1,0,1,0,0,20000.0,0,1
4962,106809227,62233888,0,47,1,0,1,0,0,8000.0,0,1
4963,106809228,62234138,0,48,1,0,1,2,0,11000.0,0,1
4964,106809229,62234151,0,24,1,0,0,0,0,10000.0,0,1
4965,106809230,62234178,0,30,1,0,1,1,1,10000.0,0,1
4966,106809231,62234335,0,44,1,0,0,0,0,15000.0,1,2
4967,106809232,62234363,0,34,1,0,1,1,1,5500.0,0,2
4968,106809233,62234371,0,29,1,0,0,0,0,12000.0,0,1
4969,106809234,62234494,0,29,1,0,1,0,0,18000.0,1,2
4970,106809235,62234593,0,41,1,0,0,2,2,35000.0,0,1
4971,106809236,62234639,0,29,1,0,0,0,0,15000.0,0,1
4972,106809237,62234744,0,50,1,0,0,2,2,40000.0,1,2
4973,106809238,62234763,1,42,1,0,1,1,1,13000.0,0,1
4974,106809239,62235044,0,59,1,0,1,2,0,13000.0,1,2
4975,106809240,62235167,0,49,1,0,1,2,1,11000.0,1,2
4976,106809241,62235172,0,30,1,0,0,1,2,8000.0,0,1
4977,106809242,62235177,0,35,1,0,1,2,2,12000.0,2,4
